,,,,Monthly,,,,,,,,Annual,,,,,,,,Rankings,,,,
3391,NC,"Greensboro-High Point, NC HUD Metro FMR Area",2p0c,1039,639,1192,855,521,0,851,5098,12468,7672,14301,10264,6253,0,10216,61173,81494.15866,1,96,35,94
3391,NC,"Greensboro-High Point, NC HUD Metro FMR Area",2p1c,1150,793,1307,1097,603,655,998,6603,13800,9519,15679,13164,7240,7855,11980,79237,81494.15866,1,96,35,94
3391,NC,"Greensboro-High Point, NC HUD Metro FMR Area",2p2c,1150,1009,1452,1339,670,1314,1141,8074,13800,12105,17426,16064,8043,15764,13691,96893,81494.15866,1,96,35,94
3391,NC,"Greensboro-High Point, NC HUD Metro FMR Area",2p3c,1463,1231,1513,1580,836,1517,1396,9535,17556,14768,18155,18964,10036,18198,16746,114423,81494.15866,1,96,35,94
3391,NC,"Greensboro-High Point, NC HUD Metro FMR Area",2p4c,1463,1506,1562,1646,922,1517,1626,10241,17556,18076,18746,19751,11063,18198,19507,122897,81494.15866,1,96,35,94
3392,NC,"Rockingham County, NC HUD Metro FMR Area",1p0c,714,319,1094,428,321,0,676,3552,8568,3831,13124,5132,3850,0,8115,42619,70961,0,,,
3392,NC,"Rockingham County, NC HUD Metro FMR Area",1p1c,1041,468,1315,669,469,469,750,5182,12492,5618,15785,8032,5623,5630,9004,62182,70961,0,,,
3392,NC,"Rockingham County, NC HUD Metro FMR Area",1p2c,1041,690,1442,911,538,723,776,6122,12492,8284,17307,10932,6450,8680,9313,73459,70961,0,,,
3392,NC,"Rockingham County, NC HUD Metro FMR Area",1p3c,1316,920,1534,1153,694,802,1022,7441,15792,11038,18413,13832,8330,9619,12265,89289,70961,0,,,
3392,NC,"Rockingham County, NC HUD Metro FMR Area",1p4c,1316,1126,1671,1218,758,802,1291,8183,15792,13515,20051,14619,9099,9619,15496,98191,70961,0,,,
3392,NC,"Rockingham County, NC HUD Metro FMR Area",2p0c,793,585,1262,855,428,0,744,4668,9516,7023,15142,10264,5135,0,8932,56012,70961,0,,,
3392,NC,"Rockingham County, NC HUD Metro FMR Area",2p1c,1041,726,1382,1097,549,469,884,6148,12492,8714,16584,13164,6584,5630,10609,73776,70961,0,,,
3392,NC,"Rockingham County, NC HUD Metro FMR Area",2p2c,1041,924,1469,1339,610,723,862,6967,12492,11082,17628,16064,7319,8680,10339,83604,70961,0,,,
3392,NC,"Rockingham County, NC HUD Metro FMR Area",2p3c,1316,1127,1602,1580,758,802,991,8175,15792,13519,19218,18964,9100,9619,11890,98103,70961,0,,,
3392,NC,"Rockingham County, NC HUD Metro FMR Area",2p4c,1316,1379,1656,1646,837,802,1165,8800,15792,16547,19868,19751,10040,9619,13979,105597,70961,0,,,
3393,NC,"Greenville, NC MSA",1p0c,878,347,1011,575,380,0,782,3973,10536,4165,12127,6903,4564,0,9378,47674,77116,0,,,
3393,NC,"Greenville, NC MSA",1p1c,1096,509,1232,905,498,789,952,5981,13152,6108,14786,10864,5980,9467,11418,71775,77116,0,,,
3393,NC,"Greenville, NC MSA",1p2c,1096,751,1412,1235,573,1243,1236,7546,13152,9007,16944,14825,6880,14911,14836,90555,77116,0,,,
3393,NC,"Greenville, NC MSA",1p3c,1484,1000,1499,1565,771,1382,1753,9455,17808,12003,17990,18785,9255,16586,21038,113465,77116,0,,,
3393,NC,"Greenville, NC MSA",1p4c,1484,1225,1561,1642,841,1382,2011,10146,17808,14695,18737,19703,10091,16586,24127,121747,77116,0,,,
3393,NC,"Greenville, NC MSA",2p0c,883,636,1185,1151,472,0,878,5204,10596,7637,14217,13807,5661,0,10536,62453,77116,0,,,
3393,NC,"Greenville, NC MSA",2p1c,1096,790,1359,1481,585,789,1164,7264,13152,9475,16306,17767,7025,9467,13973,87166,77116,0,,,
3393,NC,"Greenville, NC MSA",2p2c,1096,1004,1442,1811,652,1243,1247,8494,13152,12050,17301,21728,7824,14911,14962,101928,77116,0,,,
3393,NC,"Greenville, NC MSA",2p3c,1484,1225,1501,2141,841,1382,1605,10178,17808,14700,18008,25689,10093,16586,19257,122140,77116,0,,,
3393,NC,"Greenville, NC MSA",2p4c,1484,1499,1548,2217,926,1382,1857,10915,17808,17993,18577,26606,11115,16586,22288,130974,77116,0,,,
3394,SC,"Anderson, SC HUD Metro FMR Area",1p0c,787,322,1105,498,344,0,722,3778,9444,3865,13261,5975,4132,0,8662,45339,78036,0,,,
3394,SC,"Anderson, SC HUD Metro FMR Area",1p1c,947,472,1331,782,441,918,823,5714,11364,5668,15974,9379,5288,11018,9879,68571,78036,0,,,
3394,SC,"Anderson, SC HUD Metro FMR Area",1p2c,947,697,1457,1065,510,1616,1107,7399,11364,8359,17483,12784,6123,19392,13281,88786,78036,0,,,
3394,SC,"Anderson, SC HUD Metro FMR Area",1p3c,1204,928,1614,1349,662,1831,1557,9144,14448,11138,19364,16188,7944,21969,18680,109731,78036,0,,,
3394,SC,"Anderson, SC HUD Metro FMR Area",1p4c,1204,1136,1681,1420,727,1831,1770,9768,14448,13637,20171,17037,8720,21969,21240,117221,78036,0,,,
3394,SC,"Anderson, SC HUD Metro FMR Area",2p0c,792,591,1278,996,429,0,745,4831,9504,7087,15339,11949,5151,0,8944,57974,78036,0,,,
3394,SC,"Anderson, SC HUD Metro FMR Area",2p1c,947,733,1398,1280,522,918,956,6752,11364,8793,16770,15354,6258,11018,11470,81027,78036,0,,,
3394,SC,"Anderson, SC HUD Metro FMR Area",2p2c,947,932,1549,1563,583,1616,1094,8285,11364,11182,18591,18758,7000,19392,13131,99419,78036,0,,,
3394,SC,"Anderson, SC HUD Metro FMR Area",2p3c,1204,1137,1613,1847,727,1831,1349,9707,14448,13641,19351,22163,8721,21969,16187,116480,78036,0,,,
3394,SC,"Anderson, SC HUD Metro FMR Area",2p4c,1204,1391,1664,1918,806,1831,1539,10353,14448,16697,19967,23012,9670,21969,18468,124230,78036,0,,,
3395,SC,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",1p0c,1136,362,1066,432,465,0,867,4328,13632,4344,12794,5189,5581,0,10399,51938,89356.12319,1,71,34,78
3395,SC,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",1p1c,1306,531,1317,677,570,930,1011,6342,15672,6369,15800,8123,6843,11156,12137,76100,89356.12319,1,71,34,78
3395,SC,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",1p2c,1306,783,1514,921,649,1633,1405,8211,15672,9392,18170,11057,7782,19599,16858,98531,89356.12319,1,71,34,78
3395,SC,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",1p3c,1599,1043,1609,1166,820,1850,1873,9960,19188,12516,19306,13992,9843,22197,22474,119516,89356.12319,1,71,34,78
3395,SC,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",1p4c,1599,1277,1676,1232,893,1850,2109,10635,19188,15323,20112,14783,10715,22197,25305,127624,89356.12319,1,71,34,78
3395,SC,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",2p0c,1180,664,1269,865,572,0,912,5461,14160,7963,15224,10378,6869,0,10942,65536,89356.12319,1,71,34,78
3395,SC,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",2p1c,1306,823,1459,1109,661,930,1133,7421,15672,9880,17513,13312,7933,11156,13591,89057,89356.12319,1,71,34,78
3395,SC,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",2p2c,1306,1047,1549,1354,731,1633,1272,8892,15672,12565,18587,16246,8767,19599,15266,106702,89356.12319,1,71,34,78
3395,SC,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",2p3c,1599,1277,1612,1598,893,1850,1591,10421,19188,15329,19347,19180,10716,22197,19093,125050,89356.12319,1,71,34,78
3395,SC,"Greenville-Mauldin-Easley, SC HUD Metro FMR Area",2p4c,1599,1564,1663,1664,982,1850,1814,11135,19188,18762,19953,19972,11782,22197,21765,133619,89356.12319,1,71,34,78
3396,SC,"Laurens County, SC HUD Metro FMR Area",1p0c,707,308,1111,464,315,0,666,3570,8484,3692,13329,5566,3780,0,7994,42845,70911,0,,,
3396,SC,"Laurens County, SC HUD Metro FMR Area",1p1c,933,451,1342,727,430,614,679,5177,11196,5415,16109,8726,5157,7363,8153,62118,70911,0,,,
3396,SC,"Laurens County, SC HUD Metro FMR Area",1p2c,933,665,1475,991,496,1261,866,6687,11196,7984,17704,11886,5955,15131,10391,80246,70911,0,,,
3396,SC,"Laurens County, SC HUD Metro FMR Area",1p3c,1135,887,1572,1254,628,1460,1163,8098,13620,10639,18858,15045,7532,17521,13958,97174,70911,0,,,
3396,SC,"Laurens County, SC HUD Metro FMR Area",1p4c,1135,1086,1712,1322,689,1460,1397,8801,13620,13026,20548,15864,8273,17521,16761,105614,70911,0,,,
3396,SC,"Laurens County, SC HUD Metro FMR Area",2p0c,711,564,1287,928,396,0,675,4560,8532,6769,15444,11132,4751,0,8097,54725,70911,0,,,
3396,SC,"Laurens County, SC HUD Metro FMR Area",2p1c,933,700,1412,1191,507,614,798,6154,11196,8399,16942,14291,6084,7363,9578,73853,70911,0,,,
3396,SC,"Laurens County, SC HUD Metro FMR Area",2p2c,933,890,1502,1454,566,1261,883,7489,11196,10681,18021,17451,6792,15131,10597,89870,70911,0,,,
3396,SC,"Laurens County, SC HUD Metro FMR Area",2p3c,1135,1086,1638,1718,690,1460,1046,8772,13620,13031,19652,20611,8274,17521,12557,105267,70911,0,,,
3396,SC,"Laurens County, SC HUD Metro FMR Area",2p4c,1135,1329,1694,1786,765,1460,1215,9383,13620,15949,20322,21430,9180,17521,14575,112598,70911,0,,,
3397,MS,"Gulfport-Biloxi, MS HUD Metro FMR Area",1p0c,766,343,1023,518,344,0,688,3681,9192,4110,12277,6212,4130,0,8257,44177,73757.07089,0,,,
3397,MS,"Gulfport-Biloxi, MS HUD Metro FMR Area",1p1c,1117,502,1229,770,503,640,843,5604,13404,6026,14752,9239,6033,7674,10119,67248,73757.07089,0,,,
3397,MS,"Gulfport-Biloxi, MS HUD Metro FMR Area",1p2c,1117,741,1347,1022,577,1162,1032,6997,13404,8887,16158,12266,6921,13949,12381,83965,73757.07089,0,,,
3397,MS,"Gulfport-Biloxi, MS HUD Metro FMR Area",1p3c,1446,987,1431,1274,755,1323,1409,8626,17352,11842,17171,15293,9064,15880,16909,103511,73757.07089,0,,,
3397,MS,"Gulfport-Biloxi, MS HUD Metro FMR Area",1p4c,1446,1208,1558,1315,824,1323,1658,9332,17352,14498,18694,15784,9889,15880,19890,111987,73757.07089,0,,,
3397,MS,"Gulfport-Biloxi, MS HUD Metro FMR Area",2p0c,896,628,1183,1035,473,0,794,5009,10752,7535,14193,12423,5677,0,9525,60105,73757.07089,0,,,
3397,MS,"Gulfport-Biloxi, MS HUD Metro FMR Area",2p1c,1117,779,1294,1288,589,640,981,6687,13404,9349,15524,15450,7064,7674,11774,80240,73757.07089,0,,,
3397,MS,"Gulfport-Biloxi, MS HUD Metro FMR Area",2p2c,1117,991,1373,1540,654,1162,1051,7889,13404,11888,16479,18477,7853,13949,12613,94663,73757.07089,0,,,
3397,MS,"Gulfport-Biloxi, MS HUD Metro FMR Area",2p3c,1446,1209,1496,1792,824,1323,1297,9387,17352,14503,17957,21505,9890,15880,15563,112649,73757.07089,0,,,
3397,MS,"Gulfport-Biloxi, MS HUD Metro FMR Area",2p4c,1446,1479,1546,1833,908,1323,1491,10026,17352,17752,18546,21996,10899,15880,17887,120310,73757.07089,0,,,
3398,MS,"Stone County, MS HUD Metro FMR Area",1p0c,711,340,1244,518,326,0,736,3875,8532,4085,14924,6212,3917,0,8832,46501,75761,0,,,
3398,MS,"Stone County, MS HUD Metro FMR Area",1p1c,958,499,1474,770,452,656,859,5669,11496,5990,17684,9239,5429,7877,10312,68027,75761,0,,,
3398,MS,"Stone County, MS HUD Metro FMR Area",1p2c,958,736,1605,1022,526,1195,1068,7111,11496,8833,19262,12266,6312,14344,12819,85331,75761,0,,,
3398,MS,"Stone County, MS HUD Metro FMR Area",1p3c,1154,981,1700,1274,663,1361,1364,8498,13848,11770,20404,15293,7954,16334,16370,101972,75761,0,,,
3398,MS,"Stone County, MS HUD Metro FMR Area",1p4c,1154,1201,1845,1315,731,1361,1619,9227,13848,14410,22144,15784,8773,16334,19426,110719,75761,0,,,
3398,MS,"Stone County, MS HUD Metro FMR Area",2p0c,730,624,1411,1035,420,0,796,5016,8760,7489,16926,12423,5045,0,9546,60188,75761,0,,,
3398,MS,"Stone County, MS HUD Metro FMR Area",2p1c,958,774,1534,1288,538,656,995,6744,11496,9292,18412,15450,6454,7877,11944,80924,75761,0,,,
3398,MS,"Stone County, MS HUD Metro FMR Area",2p2c,958,985,1624,1540,603,1195,1073,7977,11496,11816,19482,18477,7238,14344,12876,95729,75761,0,,,
3398,MS,"Stone County, MS HUD Metro FMR Area",2p3c,1154,1201,1764,1792,731,1361,1258,9262,13848,14415,21166,21505,8775,16334,15098,111140,75761,0,,,
3398,MS,"Stone County, MS HUD Metro FMR Area",2p4c,1154,1470,1819,1833,815,1361,1452,9904,13848,17644,21831,21996,9777,16334,17423,118853,75761,0,,,
3399,MS,"Pascagoula, MS HUD Metro FMR Area",1p0c,922,354,1107,518,396,0,788,4085,11064,4246,13289,6212,4753,0,9454,49018,84872,0,,,
3399,MS,"Pascagoula, MS HUD Metro FMR Area",1p1c,1094,519,1353,770,501,640,881,5758,13128,6227,16234,9239,6009,7685,10577,69098,84872,0,,,
3399,MS,"Pascagoula, MS HUD Metro FMR Area",1p2c,1094,765,1551,1022,577,1164,1131,7305,13128,9182,18610,12266,6927,13969,13574,87655,84872,0,,,
3399,MS,"Pascagoula, MS HUD Metro FMR Area",1p3c,1466,1020,1647,1274,772,1325,1570,9074,17592,12235,19760,15293,9261,15902,18839,108882,84872,0,,,
3399,MS,"Pascagoula, MS HUD Metro FMR Area",1p4c,1466,1248,1715,1315,843,1325,1796,9709,17592,14980,20583,15784,10113,15902,21548,116502,84872,0,,,
3399,MS,"Pascagoula, MS HUD Metro FMR Area",2p0c,972,649,1301,1035,503,0,874,5335,11664,7785,15612,12423,6038,0,10492,64015,84872,0,,,
3399,MS,"Pascagoula, MS HUD Metro FMR Area",2p1c,1094,805,1492,1288,590,640,1048,6956,13128,9659,17898,15450,7075,7685,12573,83467,84872,0,,,
3399,MS,"Pascagoula, MS HUD Metro FMR Area",2p2c,1094,1024,1582,1540,658,1164,1124,8185,13128,12283,18979,18477,7890,13969,13491,98217,84872,0,,,
3399,MS,"Pascagoula, MS HUD Metro FMR Area",2p3c,1466,1249,1646,1792,843,1325,1401,9722,17592,14985,19749,21505,10114,15902,16814,116661,84872,0,,,
3399,MS,"Pascagoula, MS HUD Metro FMR Area",2p4c,1466,1529,1697,1833,930,1325,1607,10386,17592,18342,20367,21996,11156,15902,19279,124634,84872,0,,,
3400,WV,"Morgan County, WV HUD Metro FMR Area",1p0c,629,339,1185,684,300,0,757,3894,7548,4062,14215,8212,3604,0,9089,46730,76288,0,,,
3400,WV,"Morgan County, WV HUD Metro FMR Area",1p1c,918,496,1440,1080,439,900,1108,6380,11016,5956,17275,12955,5269,10795,13290,76557,76288,0,,,
3400,WV,"Morgan County, WV HUD Metro FMR Area",1p2c,918,732,1581,1475,512,1705,1660,8583,11016,8783,18976,17699,6147,20458,19916,102995,76288,0,,,
3400,WV,"Morgan County, WV HUD Metro FMR Area",1p3c,1250,975,1754,1870,691,1953,2316,10809,15000,11703,21053,22443,8291,23432,27790,129711,76288,0,,,
3400,WV,"Morgan County, WV HUD Metro FMR Area",1p4c,1250,1194,1830,1955,759,1953,2579,11519,15000,14329,21957,23456,9106,23432,30945,138225,76288,0,,,
3400,WV,"Morgan County, WV HUD Metro FMR Area",2p0c,733,621,1381,1369,420,0,1011,5534,8796,7446,16572,16423,5043,0,12127,66407,76288,0,,,
3400,WV,"Morgan County, WV HUD Metro FMR Area",2p1c,918,770,1514,1764,524,900,1359,7748,11016,9239,18169,21167,6289,10795,16302,92976,76288,0,,,
3400,WV,"Morgan County, WV HUD Metro FMR Area",2p2c,918,979,1681,2159,589,1705,1717,9748,11016,11749,20167,25911,7068,20458,20606,116976,76288,0,,,
3400,WV,"Morgan County, WV HUD Metro FMR Area",2p3c,1250,1195,1751,2555,759,1953,2224,11686,15000,14334,21011,30654,9107,23432,26689,140227,76288,0,,,
3400,WV,"Morgan County, WV HUD Metro FMR Area",2p4c,1250,1462,1808,2639,842,1953,2468,12422,15000,17544,21692,31668,10104,23432,29620,149060,76288,0,,,
3401,WV,"Martinsburg, WV HUD Metro FMR Area",1p0c,826,339,1130,684,362,0,827,4167,9912,4062,13557,8212,4338,0,9929,50009,90470,0,,,
3401,WV,"Martinsburg, WV HUD Metro FMR Area",1p1c,1204,496,1444,1080,528,894,1301,6946,14448,5956,17322,12955,6335,10724,15612,83353,90470,0,,,
3401,WV,"Martinsburg, WV HUD Metro FMR Area",1p2c,1204,732,1581,1475,601,1683,1856,9132,14448,8783,18973,17699,7213,20200,22266,109582,90470,0,,,
3401,WV,"Martinsburg, WV HUD Metro FMR Area",1p3c,1673,975,1675,1870,822,1926,2598,11540,20076,11703,20094,22443,9867,23116,31178,138477,90470,0,,,
3401,WV,"Martinsburg, WV HUD Metro FMR Area",1p4c,1673,1194,1741,1955,890,1926,2831,12209,20076,14329,20887,23456,10682,23116,33966,146512,90470,0,,,
3401,WV,"Martinsburg, WV HUD Metro FMR Area",2p0c,959,621,1390,1369,490,0,1118,5946,11508,7446,16679,16423,5885,0,13411,71353,90470,0,,,
3401,WV,"Martinsburg, WV HUD Metro FMR Area",2p1c,1204,770,1521,1764,613,894,1493,8258,14448,9239,18252,21167,7354,10724,17910,99095,90470,0,,,
3401,WV,"Martinsburg, WV HUD Metro FMR Area",2p2c,1204,979,1610,2159,678,1683,1866,10179,14448,11749,19316,25911,8134,20200,22393,122151,90470,0,,,
3401,WV,"Martinsburg, WV HUD Metro FMR Area",2p3c,1673,1195,1672,2555,890,1926,2461,12372,20076,14334,20065,30654,10683,23116,29536,148465,90470,0,,,
3401,WV,"Martinsburg, WV HUD Metro FMR Area",2p4c,1673,1462,1722,2639,973,1926,2724,13119,20076,17544,20660,31668,11680,23116,32687,157431,90470,0,,,
3402,MD,"Hagerstown, MD HUD Metro FMR Area",1p0c,852,342,1044,358,371,0,713,3679,10224,4108,12526,4290,4450,0,8552,44148,92568,0,,,
3402,MD,"Hagerstown, MD HUD Metro FMR Area",1p1c,1242,502,1346,557,541,889,941,6018,14904,6024,16146,6686,6497,10664,11293,72214,92568,0,,,
3402,MD,"Hagerstown, MD HUD Metro FMR Area",1p2c,1242,740,1480,757,615,1713,1281,7828,14904,8883,17759,9081,7385,20555,15366,93933,92568,0,,,
3402,MD,"Hagerstown, MD HUD Metro FMR Area",1p3c,1711,986,1571,956,837,1967,1819,9848,20532,11836,18856,11477,10049,23598,21827,118177,92568,0,,,
3402,MD,"Hagerstown, MD HUD Metro FMR Area",1p4c,1711,1208,1636,1017,906,1967,2038,10482,20532,14492,19634,12203,10874,23598,24450,125782,92568,0,,,
3402,MD,"Hagerstown, MD HUD Metro FMR Area",2p0c,947,628,1295,715,489,0,822,4895,11364,7531,15540,8579,5866,0,9865,58745,92568,0,,,
3402,MD,"Hagerstown, MD HUD Metro FMR Area",2p1c,1242,779,1422,915,627,889,1061,6935,14904,9344,17068,10975,7528,10664,12733,83217,92568,0,,,
3402,MD,"Hagerstown, MD HUD Metro FMR Area",2p2c,1242,990,1509,1114,693,1713,1174,8435,14904,11883,18103,13371,8317,20555,14083,101216,92568,0,,,
3402,MD,"Hagerstown, MD HUD Metro FMR Area",2p3c,1711,1208,1569,1314,906,1967,1541,10216,20532,14496,18833,15767,10875,23598,18492,122594,92568,0,,,
3402,MD,"Hagerstown, MD HUD Metro FMR Area",2p4c,1711,1479,1618,1374,990,1967,1745,10884,20532,17744,19411,16492,11884,23598,20944,130605,92568,0,,,
3403,LA,"Hammond, LA MSA",1p0c,846,342,1115,498,369,0,721,3892,10152,4108,13384,5974,4427,0,8655,46700,73747,0,,,
3403,LA,"Hammond, LA MSA",1p1c,1099,502,1365,782,497,744,903,5891,13188,6024,16381,9378,5965,8922,10832,70690,73747,0,,,
3403,LA,"Hammond, LA MSA",1p2c,1099,740,1567,1065,571,1419,1284,7746,13188,8883,18802,12782,6852,17033,15410,92951,73747,0,,,
3403,LA,"Hammond, LA MSA",1p3c,1364,986,1665,1349,730,1627,1718,9440,16368,11836,19985,16186,8757,19529,20619,113280,73747,0,,,
3403,LA,"Hammond, LA MSA",1p4c,1364,1208,1736,1420,798,1627,1965,10118,16368,14492,20831,17035,9581,19529,23584,121420,73747,0,,,
3403,LA,"Hammond, LA MSA",2p0c,851,628,1312,996,459,0,806,5052,10212,7531,15745,11948,5509,0,9673,60618,73747,0,,,
3403,LA,"Hammond, LA MSA",2p1c,1099,779,1506,1279,583,744,1050,7039,13188,9344,18072,15352,6996,8922,12598,84472,73747,0,,,
3403,LA,"Hammond, LA MSA",2p2c,1099,990,1599,1563,649,1419,1174,8493,13188,11883,19182,18756,7784,17033,14090,101916,73747,0,,,
3403,LA,"Hammond, LA MSA",2p3c,1364,1208,1664,1847,799,1627,1448,9957,16368,14496,19973,22160,9583,19529,17376,119485,73747,0,,,
3403,LA,"Hammond, LA MSA",2p4c,1364,1479,1717,1917,883,1627,1666,10654,16368,17744,20609,23009,10591,19529,19993,127843,73747,0,,,
3404,CA,"Hanford-Corcoran, CA MSA",1p0c,1151,328,1147,466,459,0,809,4360,13812,3935,13760,5586,5510,0,9712,52315,74578,0,,,
3404,CA,"Hanford-Corcoran, CA MSA",1p1c,1445,481,1387,740,598,774,842,6266,17340,5770,16640,8876,7175,9284,10108,75193,74578,0,,,
3404,CA,"Hanford-Corcoran, CA MSA",1p2c,1445,709,1518,1014,669,1209,1004,7567,17340,8508,18212,12166,8025,14503,12047,90802,74578,0,,,
3404,CA,"Hanford-Corcoran, CA MSA",1p3c,2025,945,1675,1288,922,1342,1786,9983,24300,11338,20104,15455,11064,16109,21427,119798,74578,0,,,
3404,CA,"Hanford-Corcoran, CA MSA",1p4c,2025,1157,1744,1365,988,1342,2024,10645,24300,13881,20925,16377,11854,16109,24287,127734,74578,0,,,
3404,CA,"Hanford-Corcoran, CA MSA",2p0c,1158,601,1315,931,546,0,779,5331,13896,7214,15784,11173,6554,0,9350,63971,74578,0,,,
3404,CA,"Hanford-Corcoran, CA MSA",2p1c,1445,746,1439,1205,680,774,958,7248,17340,8950,17271,14462,8162,9284,11501,86971,74578,0,,,
3404,CA,"Hanford-Corcoran, CA MSA",2p2c,1445,949,1591,1479,743,1209,1001,8417,17340,11382,19097,17752,8917,14503,12014,101006,74578,0,,,
3404,CA,"Hanford-Corcoran, CA MSA",2p3c,2025,1157,1656,1754,988,1342,1438,10360,24300,13886,19867,21042,11856,16109,17255,124315,74578,0,,,
3404,CA,"Hanford-Corcoran, CA MSA",2p4c,2025,1416,1707,1830,1068,1342,1659,11049,24300,16996,20489,21963,12821,16109,19910,132589,74578,0,,,
3405,PA,"Harrisburg-Carlisle, PA MSA",1p0c,953,353,1019,484,406,0,743,3958,11436,4240,12230,5809,4867,0,8919,47501,100436.0432,0,,,
3405,PA,"Harrisburg-Carlisle, PA MSA",1p1c,1371,518,1319,769,587,979,1098,6641,16452,6218,15831,9232,7038,11751,13172,79695,100436.0432,0,,,
3405,PA,"Harrisburg-Carlisle, PA MSA",1p2c,1371,764,1452,1055,663,1979,1594,8878,16452,9169,17420,12655,7955,23751,19131,106533,100436.0432,0,,,
3405,PA,"Harrisburg-Carlisle, PA MSA",1p3c,1763,1018,1541,1340,864,2287,2150,10963,21156,12218,18490,16078,10362,27444,25802,131550,100436.0432,0,,,
3405,PA,"Harrisburg-Carlisle, PA MSA",1p4c,1763,1247,1604,1410,934,2287,2365,11609,21156,14959,19243,16918,11213,27444,28375,139307,100436.0432,0,,,
3405,PA,"Harrisburg-Carlisle, PA MSA",2p0c,1114,648,1270,968,547,0,931,5478,13368,7774,15240,11618,6564,0,11175,65739,100436.0432,0,,,
3405,PA,"Harrisburg-Carlisle, PA MSA",2p1c,1371,804,1396,1253,675,979,1216,7694,16452,9645,16750,15041,8103,11751,14589,92330,100436.0432,0,,,
3405,PA,"Harrisburg-Carlisle, PA MSA",2p2c,1371,1022,1480,1539,743,1979,1502,9636,16452,12266,17761,18464,8916,23751,18023,115634,100436.0432,0,,,
3405,PA,"Harrisburg-Carlisle, PA MSA",2p3c,1763,1247,1539,1824,935,2287,1917,11511,21156,14964,18470,21887,11214,27444,22998,138133,100436.0432,0,,,
3405,PA,"Harrisburg-Carlisle, PA MSA",2p4c,1763,1526,1652,1894,1021,2287,2188,12331,21156,18316,19824,22727,12255,27444,26254,147976,100436.0432,0,,,
3406,VA,"Harrisonburg, VA MSA",1p0c,1081,335,1082,403,440,0,856,4196,12972,4014,12981,4839,5274,0,10273,50352,89801.10922,0,,,
3406,VA,"Harrisonburg, VA MSA",1p1c,1392,490,1315,630,584,708,1040,6160,16704,5885,15784,7564,7013,8496,12475,73922,89801.10922,0,,,
3406,VA,"Harrisonburg, VA MSA",1p2c,1392,723,1504,857,657,1380,1393,7906,16704,8679,18045,10289,7881,16554,16719,94870,89801.10922,0,,,
3406,VA,"Harrisonburg, VA MSA",1p3c,1883,964,1593,1085,884,1586,1974,9969,22596,11565,19120,13014,10606,19033,23691,119625,89801.10922,0,,,
3406,VA,"Harrisonburg, VA MSA",1p4c,1883,1180,1657,1148,951,1586,2200,10605,22596,14159,19886,13779,11411,19033,26397,127261,89801.10922,0,,,
3406,VA,"Harrisonburg, VA MSA",2p0c,1088,613,1265,807,528,0,903,5204,13056,7358,15179,9678,6338,0,10839,62448,89801.10922,0,,,
3406,VA,"Harrisonburg, VA MSA",2p1c,1392,761,1447,1034,668,708,1164,7174,16704,9130,17368,12403,8021,8496,13963,86085,89801.10922,0,,,
3406,VA,"Harrisonburg, VA MSA",2p2c,1392,968,1532,1261,733,1380,1268,8533,16704,11610,18389,15128,8791,16554,15218,102394,89801.10922,0,,,
3406,VA,"Harrisonburg, VA MSA",2p3c,1883,1180,1593,1488,951,1586,1680,10361,22596,14164,19113,17853,11413,19033,20157,124328,89801.10922,0,,,
3406,VA,"Harrisonburg, VA MSA",2p4c,1883,1445,1641,1552,1033,1586,1909,11048,22596,17336,19693,18618,12398,19033,22902,132577,89801.10922,0,,,
3407,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",1p0c,1133,397,1052,611,475,0,949,4618,13596,4769,12623,7333,5702,0,11391,55413,,0,,,
3407,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",1p1c,1653,583,1304,972,694,1275,1739,8220,19836,6993,15648,11669,8330,15302,20862,98639,,0,,,
3407,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",1p2c,1653,859,1432,1334,780,1885,2263,10206,19836,10312,17181,16004,9360,22623,27157,122474,,0,,,
3407,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",1p3c,1992,1145,1578,1695,974,2073,2876,12334,23904,13741,18939,20340,11688,24875,34516,148004,,0,,,
3407,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",1p4c,1992,1402,1639,1774,1054,2073,3109,13044,23904,16824,19671,21292,12645,24875,37313,156524,,0,,,
3407,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",2p0c,1306,729,1259,1222,632,0,1161,6309,15672,8743,15110,14666,7580,0,13930,75702,,0,,,
3407,CT,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",2p1c,1653,904,1381,1584,794,1275,1759,9350,19836,10848,16572,19002,9527,15302,21108,112194,,0,,,
